;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 02.04.2020 11:34:22
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_USB_genHID.c,3380 :: 		
0x0E84	0xD023      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request113
;__Lib_USB_genHID.c,3381 :: 		
L___Lib_USB_genHID_USB_Check_Std_Request112:
0x0E86	0x0104      	MOVLB       4
0x0E88	0x5121      	MOVF        1057, 0, 1
0x0E8A	0x0A05      	XORLW       5
0x0E8C	0xE0B5      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request114
0x0E8E	0x5121      	MOVF        1057, 0, 1
0x0E90	0x0A06      	XORLW       6
0x0E92	0xE0B7      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request115
0x0E94	0x5121      	MOVF        1057, 0, 1
0x0E96	0x0A09      	XORLW       9
0x0E98	0xE0B7      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request116
0x0E9A	0x5121      	MOVF        1057, 0, 1
0x0E9C	0x0A08      	XORLW       8
0x0E9E	0xE0B6      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request117
0x0EA0	0x5121      	MOVF        1057, 0, 1
0x0EA2	0x0A00      	XORLW       0
0x0EA4	0xE0BD      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request118
0x0EA6	0x5121      	MOVF        1057, 0, 1
0x0EA8	0x0A01      	XORLW       1
0x0EAA	0xE0BC      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request119
0x0EAC	0x5121      	MOVF        1057, 0, 1
0x0EAE	0x0A03      	XORLW       3
0x0EB0	0xE0B9      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request120
0x0EB2	0x5121      	MOVF        1057, 0, 1
0x0EB4	0x0A0A      	XORLW       10
0x0EB6	0xE0B8      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request121
0x0EB8	0x5121      	MOVF        1057, 0, 1
0x0EBA	0x0A0B      	XORLW       11
0x0EBC	0xE0C8      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request122
0x0EBE	0x5121      	MOVF        1057, 0, 1
0x0EC0	0x0A07      	XORLW       7
0x0EC2	0xE0D3      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request123
0x0EC4	0x5121      	MOVF        1057, 0, 1
0x0EC6	0x0A0C      	XORLW       12
0x0EC8	0xE0DD      	BZ          L___Lib_USB_genHID_USB_Check_Std_Request124
0x0ECA	0xD7DC      	BRA         L___Lib_USB_genHID_USB_Check_Std_Request125
L___Lib_USB_genHID_USB_Check_Std_Request113:
;__Lib_USB_genHID.c,3382 :: 		
L_end_USB_Check_Std_Request:
0x0ECC	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Check_Std_Request
__Lib_USB_genHID_USB_CtrlTrf_Rx_Service:
;__Lib_USB_genHID.c,3839 :: 		
;__Lib_USB_genHID.c,3843 :: 		
0x0ECE	0x0E01      	MOVLW       1
0x0ED0	0x0101      	MOVLB       1
0x0ED2	0x25C9      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, 0, 1
0x0ED4	0x6EE9      	MOVWF       FSR0 
0x0ED6	0x0E00      	MOVLW       0
0x0ED8	0x21CA      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, 0, 1
0x0EDA	0x6EEA      	MOVWF       FSR0H 
0x0EDC	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0EE0	0xF1FDC000  	MOVFF       R0, __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0
;__Lib_USB_genHID.c,3848 :: 		
0x0EE4	0x0E00      	MOVLW       0
0x0EE6	0x5DCF      	SUBWF       __Lib_USB_genHID_outPipes+4, 0, 1
0x0EE8	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service312
0x0EEA	0x51FD      	MOVF        __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0, 0, 1
0x0EEC	0x5DCE      	SUBWF       __Lib_USB_genHID_outPipes+3, 0, 1
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service312:
0x0EEE	0xE203      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service179
;__Lib_USB_genHID.c,3849 :: 		
0x0EF0	0xF1FDC1CE  	MOVFF       __Lib_USB_genHID_outPipes+3, __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0
;__Lib_USB_genHID.c,3850 :: 		
0x0EF4	0xD00A      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service180
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service179:
;__Lib_USB_genHID.c,3851 :: 		
0x0EF6	0x51FD      	MOVF        __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0, 0, 1
0x0EF8	0x5DCE      	SUBWF       __Lib_USB_genHID_outPipes+3, 0, 1
0x0EFA	0x6E00      	MOVWF       R0 
0x0EFC	0x0E00      	MOVLW       0
0x0EFE	0x59CF      	SUBWFB      __Lib_USB_genHID_outPipes+4, 0, 1
0x0F00	0x6E01      	MOVWF       R1 
0x0F02	0xF1CEC000  	MOVFF       R0, __Lib_USB_genHID_outPipes+3
0x0F06	0xF1CFC001  	MOVFF       R1, __Lib_USB_genHID_outPipes+4
;__Lib_USB_genHID.c,3852 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service180:
;__Lib_USB_genHID.c,3854 :: 		
0x0F0A	0x6BFE      	CLRF        __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0, 1
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service181:
0x0F0C	0x51FD      	MOVF        __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_byteToRead_L0, 0, 1
0x0F0E	0x5DFE      	SUBWF       __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0, 0, 1
0x0F10	0xE21C      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service182
;__Lib_USB_genHID.c,3855 :: 		
0x0F12	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0F14	0x6EE9      	MOVWF       FSR0 
0x0F16	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0F18	0x6EEA      	MOVWF       FSR0H 
0x0F1A	0x51FE      	MOVF        __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0, 0, 1
0x0F1C	0x26E9      	ADDWF       FSR0, 1 
0x0F1E	0xB0D8      	BTFSC       STATUS, 0 
0x0F20	0x2AEA      	INCF        FSR0H, 1 
0x0F22	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0F26	0xFFE1C1CB  	MOVFF       __Lib_USB_genHID_outPipes, FSR1
0x0F2A	0xFFE2C1CC  	MOVFF       __Lib_USB_genHID_outPipes+1, FSR1H
0x0F2E	0xFFE6C000  	MOVFF       R0, POSTINC1
0x0F32	0x0E01      	MOVLW       1
0x0F34	0x25CB      	ADDWF       __Lib_USB_genHID_outPipes, 0, 1
0x0F36	0x6E00      	MOVWF       R0 
0x0F38	0x0E00      	MOVLW       0
0x0F3A	0x21CC      	ADDWFC      __Lib_USB_genHID_outPipes+1, 0, 1
0x0F3C	0x6E01      	MOVWF       R1 
0x0F3E	0xF1CBC000  	MOVFF       R0, __Lib_USB_genHID_outPipes
0x0F42	0xF1CCC001  	MOVFF       R1, __Lib_USB_genHID_outPipes+1
;__Lib_USB_genHID.c,3854 :: 		
0x0F46	0x2BFE      	INCF        __Lib_USB_genHID_USB_CtrlTrf_Rx_Service_i_L0, 1, 1
;__Lib_USB_genHID.c,3856 :: 		
0x0F48	0xD7E1      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service181
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service182:
;__Lib_USB_genHID.c,3859 :: 		
0x0F4A	0x0E00      	MOVLW       0
0x0F4C	0x6E00      	MOVWF       R0 
0x0F4E	0x51CF      	MOVF        __Lib_USB_genHID_outPipes+4, 0, 1
0x0F50	0x5C00      	SUBWF       R0, 0 
0x0F52	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service313
0x0F54	0x51CE      	MOVF        __Lib_USB_genHID_outPipes+3, 0, 1
0x0F56	0x0800      	SUBLW       0
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service313:
0x0F58	0xE228      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service184
;__Lib_USB_genHID.c,3865 :: 		
0x0F5A	0x0E01      	MOVLW       1
0x0F5C	0x25C5      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0F5E	0x6EE1      	MOVWF       FSR1 
0x0F60	0x0E00      	MOVLW       0
0x0F62	0x21C6      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0F64	0x6EE2      	MOVWF       FSR1H 
0x0F66	0x0E08      	MOVLW       8
0x0F68	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3866 :: 		
0x0F6A	0x0E02      	MOVLW       2
0x0F6C	0x25C5      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0F6E	0x6EE1      	MOVWF       FSR1 
0x0F70	0x0E00      	MOVLW       0
0x0F72	0x21C6      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0F74	0x6EE2      	MOVWF       FSR1H 
0x0F76	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0F78	0x6EE6      	MOVWF       POSTINC1 
0x0F7A	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0F7C	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3867 :: 		
0x0F7E	0xFFE9C1C9  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr, FSR0
0x0F82	0xFFEAC1CA  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_CurrentPtr+1, FSR0H
0x0F86	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0F8A	0xBC00      	BTFSC       R0, 6 
0x0F8C	0xD007      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service185
;__Lib_USB_genHID.c,3868 :: 		
0x0F8E	0xFFE1C1C5  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1
0x0F92	0xFFE2C1C6  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0F96	0x0EC8      	MOVLW       200
0x0F98	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3869 :: 		
0x0F9A	0xD006      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service186
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service185:
;__Lib_USB_genHID.c,3870 :: 		
0x0F9C	0xFFE1C1C5  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1
0x0FA0	0xFFE2C1C6  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0FA4	0x0E88      	MOVLW       136
0x0FA6	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3871 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service186:
;__Lib_USB_genHID.c,3872 :: 		
0x0FA8	0xD02D      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service187
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service184:
;__Lib_USB_genHID.c,3873 :: 		
0x0FAA	0x0E01      	MOVLW       1
0x0FAC	0x25C5      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0FAE	0x6EE1      	MOVWF       FSR1 
0x0FB0	0x0E00      	MOVLW       0
0x0FB2	0x21C6      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0FB4	0x6EE2      	MOVWF       FSR1H 
0x0FB6	0x0E08      	MOVLW       8
0x0FB8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3874 :: 		
0x0FBA	0x0E02      	MOVLW       2
0x0FBC	0x25C5      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x0FBE	0x6EE1      	MOVWF       FSR1 
0x0FC0	0x0E00      	MOVLW       0
0x0FC2	0x21C6      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x0FC4	0x6EE2      	MOVWF       FSR1H 
0x0FC6	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x0FC8	0x6EE6      	MOVWF       POSTINC1 
0x0FCA	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x0FCC	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3878 :: 		
0x0FCE	0xFFE1C1C5  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1
0x0FD2	0xFFE2C1C6  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x0FD6	0x0E84      	MOVLW       132
0x0FD8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3880 :: 		
0x0FDA	0x0E00      	MOVLW       0
0x0FDC	0x6E00      	MOVWF       R0 
0x0FDE	0x19D3      	XORWF       __Lib_USB_genHID_outPipes+8, 0, 1
0x0FE0	0xE108      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service314
0x0FE2	0x5000      	MOVF        R0, 0 
0x0FE4	0x19D2      	XORWF       __Lib_USB_genHID_outPipes+7, 0, 1
0x0FE6	0xE105      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service314
0x0FE8	0x5000      	MOVF        R0, 0 
0x0FEA	0x19D1      	XORWF       __Lib_USB_genHID_outPipes+6, 0, 1
0x0FEC	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service314
0x0FEE	0x51D0      	MOVF        __Lib_USB_genHID_outPipes+5, 0, 1
0x0FF0	0x0A00      	XORLW       0
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service314:
0x0FF2	0xE006      	BZ          L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188
;__Lib_USB_genHID.c,3881 :: 		
0x0FF4	0xF000C1D0  	MOVFF       __Lib_USB_genHID_outPipes+5, R0
0x0FF8	0xF001C1D1  	MOVFF       __Lib_USB_genHID_outPipes+6, R1
0x0FFC	0xF002ECEE  	CALL        _____DoIFC, 0
;__Lib_USB_genHID.c,3882 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service188:
;__Lib_USB_genHID.c,3883 :: 		
0x1000	0x0101      	MOVLB       1
0x1002	0x9FCD      	BCF         __Lib_USB_genHID_outPipes+2, 7, 1
;__Lib_USB_genHID.c,3884 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Rx_Service187:
;__Lib_USB_genHID.c,3885 :: 		
L_end_USB_CtrlTrf_Rx_Service:
0x1004	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
__Lib_USB_genHID_USB_Prepare_Next_Setup_Trf:
;__Lib_USB_genHID.c,3294 :: 		
;__Lib_USB_genHID.c,3295 :: 		
0x1006	0x0101      	MOVLB       1
0x1008	0x6BC2      	CLRF        __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3302 :: 		
0x100A	0xFFE1C1B6  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1
0x100E	0xFFE2C1B7  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x1012	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3306 :: 		
0x1014	0x0E04      	MOVLW       4
0x1016	0x19B6      	XORWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x1018	0x6EE1      	MOVWF       FSR1 
0x101A	0xFFE2C1B7  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x101E	0x0E00      	MOVLW       0
0x1020	0x1AE2      	XORWF       FSR1H, 1 
;__Lib_USB_genHID.c,3307 :: 		
0x1022	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3313 :: 		
0x1024	0xAFCD      	BTFSS       __Lib_USB_genHID_outPipes+2, 7, 1
0x1026	0xD015      	BRA         L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf109
;__Lib_USB_genHID.c,3314 :: 		
0x1028	0x0E00      	MOVLW       0
0x102A	0x6E00      	MOVWF       R0 
0x102C	0x19D3      	XORWF       __Lib_USB_genHID_outPipes+8, 0, 1
0x102E	0xE108      	BNZ         L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf300
0x1030	0x5000      	MOVF        R0, 0 
0x1032	0x19D2      	XORWF       __Lib_USB_genHID_outPipes+7, 0, 1
0x1034	0xE105      	BNZ         L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf300
0x1036	0x5000      	MOVF        R0, 0 
0x1038	0x19D1      	XORWF       __Lib_USB_genHID_outPipes+6, 0, 1
0x103A	0xE102      	BNZ         L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf300
0x103C	0x51D0      	MOVF        __Lib_USB_genHID_outPipes+5, 0, 1
0x103E	0x0A00      	XORLW       0
L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf300:
0x1040	0xE006      	BZ          L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf110
;__Lib_USB_genHID.c,3315 :: 		
0x1042	0xF000C1D0  	MOVFF       __Lib_USB_genHID_outPipes+5, R0
0x1046	0xF001C1D1  	MOVFF       __Lib_USB_genHID_outPipes+6, R1
0x104A	0xF002ECEE  	CALL        _____DoIFC, 0
;__Lib_USB_genHID.c,3316 :: 		
L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf110:
;__Lib_USB_genHID.c,3317 :: 		
0x104E	0x0101      	MOVLB       1
0x1050	0x9FCD      	BCF         __Lib_USB_genHID_outPipes+2, 7, 1
;__Lib_USB_genHID.c,3318 :: 		
L___Lib_USB_genHID_USB_Prepare_Next_Setup_Trf109:
;__Lib_USB_genHID.c,3319 :: 		
L_end_USB_Prepare_Next_Setup_Trf:
0x1052	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
__Lib_USB_genHID_USB_Enable_Interrupts:
;__Lib_USB_genHID.c,2156 :: 		
;__Lib_USB_genHID.c,2157 :: 		
0x1054	0x8ED0      	BSF         IPEN_bit, 7 
;__Lib_USB_genHID.c,2158 :: 		
0x1056	0x8AA2      	BSF         USBIP_bit, 5 
;__Lib_USB_genHID.c,2159 :: 		
0x1058	0x8AA0      	BSF         USBIE_bit, 5 
;__Lib_USB_genHID.c,2160 :: 		
0x105A	0x8EF2      	BSF         GIEH_bit, 7 
;__Lib_USB_genHID.c,2161 :: 		
L_end_USB_Enable_Interrupts:
0x105C	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Enable_Interrupts
__Lib_USB_genHID_memset_usb_int:
;__Lib_USB_genHID.c,1977 :: 		
;__Lib_USB_genHID.c,1980 :: 		
0x105E	0xF002C1F0  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_p1, R2
0x1062	0xF003C1F1  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_p1+1, R3
;__Lib_USB_genHID.c,1981 :: 		
L___Lib_USB_genHID_memset_usb_int2:
0x1066	0xF000C1F3  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_n, R0
0x106A	0xF001C1F4  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_n+1, R1
0x106E	0x0E01      	MOVLW       1
0x1070	0x0101      	MOVLB       1
0x1072	0x5FF3      	SUBWF       FARG___Lib_USB_genHID_memset_usb_int_n, 1, 1
0x1074	0x0E00      	MOVLW       0
0x1076	0x5BF4      	SUBWFB      FARG___Lib_USB_genHID_memset_usb_int_n+1, 1, 1
0x1078	0x5000      	MOVF        R0, 0 
0x107A	0x1001      	IORWF       R1, 0 
0x107C	0xE009      	BZ          L___Lib_USB_genHID_memset_usb_int3
;__Lib_USB_genHID.c,1982 :: 		
0x107E	0xFFE1C002  	MOVFF       R2, FSR1
0x1082	0xFFE2C003  	MOVFF       R3, FSR1H
0x1086	0xFFE6C1F2  	MOVFF       FARG___Lib_USB_genHID_memset_usb_int_mem_value, POSTINC1
0x108A	0x4A02      	INFSNZ      R2, 1 
0x108C	0x2A03      	INCF        R3, 1 
0x108E	0xD7EB      	BRA         L___Lib_USB_genHID_memset_usb_int2
L___Lib_USB_genHID_memset_usb_int3:
;__Lib_USB_genHID.c,1983 :: 		
L_end_memset_usb_int:
0x1090	0x0012      	RETURN      0
; end of __Lib_USB_genHID_memset_usb_int
__Lib_USB_genHID_USB_CtrlTrf_Out_Handler:
;__Lib_USB_genHID.c,3189 :: 		
;__Lib_USB_genHID.c,3190 :: 		
0x1092	0x0101      	MOVLB       1
0x1094	0x51C2      	MOVF        __Lib_USB_genHID_controlTransferState, 0, 1
0x1096	0x0A02      	XORLW       2
0x1098	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler96
;__Lib_USB_genHID.c,3191 :: 		
0x109A	0xDF19      	RCALL       __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
;__Lib_USB_genHID.c,3192 :: 		
0x109C	0xD01E      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler97
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler96:
;__Lib_USB_genHID.c,3199 :: 		
0x109E	0xDFB3      	RCALL       __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
;__Lib_USB_genHID.c,3200 :: 		
0x10A0	0x51C3      	MOVF        __Lib_USB_genHID_BothEP0OutUOWNsSet, 0, 1
0x10A2	0x0A00      	XORLW       0
0x10A4	0xE119      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler98
;__Lib_USB_genHID.c,3201 :: 		
0x10A6	0x0E01      	MOVLW       1
0x10A8	0x25C5      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x10AA	0x6EE1      	MOVWF       FSR1 
0x10AC	0x0E00      	MOVLW       0
0x10AE	0x21C6      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x10B0	0x6EE2      	MOVWF       FSR1H 
0x10B2	0x0E08      	MOVLW       8
0x10B4	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3202 :: 		
0x10B6	0x0E02      	MOVLW       2
0x10B8	0x25C5      	ADDWF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, 0, 1
0x10BA	0x6EE1      	MOVWF       FSR1 
0x10BC	0x0E00      	MOVLW       0
0x10BE	0x21C6      	ADDWFC      __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, 0, 1
0x10C0	0x6EE2      	MOVWF       FSR1H 
0x10C2	0x0E20      	MOVLW       __Lib_USB_genHID_SetupPkt
0x10C4	0x6EE6      	MOVWF       POSTINC1 
0x10C6	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_SetupPkt)
0x10C8	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3203 :: 		
0x10CA	0xFFE1C1C5  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr, FSR1
0x10CE	0xFFE2C1C6  	MOVFF       __Lib_USB_genHID_BDTEntry_EP0Out_NextPtr+1, FSR1H
0x10D2	0x0E8C      	MOVLW       140
0x10D4	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3204 :: 		
0x10D6	0xD001      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler99
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler98:
;__Lib_USB_genHID.c,3205 :: 		
0x10D8	0x6BC3      	CLRF        __Lib_USB_genHID_BothEP0OutUOWNsSet, 1
;__Lib_USB_genHID.c,3206 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler99:
;__Lib_USB_genHID.c,3207 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Out_Handler97:
;__Lib_USB_genHID.c,3208 :: 		
L_end_USB_CtrlTrf_Out_Handler:
0x10DA	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Out_Handler
__Lib_USB_genHID_USB_CtrlTrf_Setup_Handler:
;__Lib_USB_genHID.c,3135 :: 		
;__Lib_USB_genHID.c,3145 :: 		
0x10DC	0xFFE9C1B6  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0
0x10E0	0xFFEAC1B7  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR0H
0x10E4	0xF000CFEE  	MOVFF       POSTINC0, R0
0x10E8	0xAE00      	BTFSS       R0, 7 
0x10EA	0xD005      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Setup_Handler95
;__Lib_USB_genHID.c,3148 :: 		
0x10EC	0xFFE1C1B6  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1
0x10F0	0xFFE2C1B7  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x10F4	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3149 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Setup_Handler95:
;__Lib_USB_genHID.c,3152 :: 		
0x10F6	0x0101      	MOVLB       1
0x10F8	0x6BC4      	CLRF        __Lib_USB_genHID_shortPacketStatus, 1
;__Lib_USB_genHID.c,3155 :: 		
0x10FA	0x6BC2      	CLRF        __Lib_USB_genHID_controlTransferState, 1
;__Lib_USB_genHID.c,3157 :: 		
0x10FC	0x6BD8      	CLRF        __Lib_USB_genHID_inPipes+4, 1
0x10FE	0x6BD9      	CLRF        __Lib_USB_genHID_inPipes+5, 1
;__Lib_USB_genHID.c,3158 :: 		
0x1100	0x6BD7      	CLRF        __Lib_USB_genHID_inPipes+3, 1
;__Lib_USB_genHID.c,3161 :: 		
0x1102	0xDE69      	RCALL       __Lib_USB_genHID_USB_Check_Std_Request
;__Lib_USB_genHID.c,3162 :: 		
0x1104	0x0E03      	MOVLW       3
0x1106	0x0101      	MOVLB       1
0x1108	0x6FFF      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event, 1
0x110A	0x0E00      	MOVLW       0
0x110C	0x0102      	MOVLB       2
0x110E	0x6F00      	MOVWF       FARG___Lib_USB_genHID_USB_CB_Handler_event+1, 1
0x1110	0x6B01      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata, 1
0x1112	0x6B02      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_pdata+1, 1
0x1114	0x6B03      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size, 1
0x1116	0x6B04      	CLRF        FARG___Lib_USB_genHID_USB_CB_Handler_size+1, 1
0x1118	0xF002EC75  	CALL        __Lib_USB_genHID_USB_CB_Handler, 0
;__Lib_USB_genHID.c,3165 :: 		
0x111C	0xDD8C      	RCALL       __Lib_USB_genHID_USB_CtrlEP_Service_Complete
;__Lib_USB_genHID.c,3167 :: 		
L_end_USB_CtrlTrf_Setup_Handler:
0x111E	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Setup_Handler
__Lib_USB_genHID_USB_CtrlTrf_In_Handler:
;__Lib_USB_genHID.c,3233 :: 		
;__Lib_USB_genHID.c,3236 :: 		
